Ship Mode,Region,Origin_Factory,Distance_Miles,Units,Delivery_Time_Days
Standard Class,Pacific,Lot's O' Nuts,691.0837284069044,2,5
Standard Class,Pacific,Lot's O' Nuts,378.36278410044537,3,7
Second Class,Pacific,Wicked Choccy's,2139.912332310119,5,3
Same Day,Pacific,Lot's O' Nuts,387.99286355234057,3,0
Standard Class,Pacific,Lot's O' Nuts,1160.0360575936345,2,7
Standard Class,Pacific,Wicked Choccy's,2399.6650051013826,2,7
Second Class,Atlantic,Lot's O' Nuts,2074.091779756445,2,3
First Class,Atlantic,Lot's O' Nuts,2079.993373016822,7,1
Standard Class,Atlantic,Lot's O' Nuts,2140.8841370533396,3,6
Standard Class,Atlantic,Wicked Choccy's,715.9906920347423,4,6
Standard Class,Interior,Wicked Choccy's,920.2494066294239,8,6
Standard Class,Atlantic,Wicked Choccy's,721.4927883494037,1,7
Standard Class,Atlantic,Lot's O' Nuts,2144.332624357945,9,5
Standard Class,Atlantic,Lot's O' Nuts,2144.332624357945,2,7
Standard Class,Atlantic,Wicked Choccy's,640.4214007710173,2,5
Standard Class,Pacific,Lot's O' Nuts,386.83003298734036,12,7
Standard Class,Pacific,Wicked Choccy's,2147.2087400803284,7,6
Standard Class,Interior,Wicked Choccy's,768.5044899184401,1,6
Standard Class,Atlantic,Wicked Choccy's,642.6091033973505,8,6
Second Class,Pacific,Lot's O' Nuts,387.99286355234057,6,5
Standard Class,Atlantic,Wicked Choccy's,716.1677373489346,7,5
Second Class,Pacific,Lot's O' Nuts,1161.621416898878,2,3
Second Class,Pacific,Lot's O' Nuts,1161.1671330014183,12,4
Standard Class,Gulf,Wicked Choccy's,205.7108744352679,4,6
Second Class,Atlantic,Lot's O' Nuts,2140.8841370533396,4,4
Standard Class,Pacific,Secret Factory,1607.859871907575,5,6
Standard Class,Pacific,Lot's O' Nuts,1161.1671330014183,10,5
Standard Class,Interior,Lot's O' Nuts,872.928444195716,3,7
Standard Class,Pacific,Lot's O' Nuts,386.35194824407586,2,7
Standard Class,Pacific,Wicked Choccy's,2097.449697041855,3,7
Second Class,Pacific,Lot's O' Nuts,1161.1671330014183,1,5
First Class,Atlantic,Wicked Choccy's,721.4927883494037,10,2
First Class,Atlantic,Lot's O' Nuts,2144.332624357945,4,2
Standard Class,Interior,Lot's O' Nuts,1457.4325478617507,1,6
First Class,Atlantic,Lot's O' Nuts,2144.332624357945,4,2
Standard Class,Atlantic,Lot's O' Nuts,2180.3275909411796,7,6
Second Class,Atlantic,Lot's O' Nuts,2142.2345958934734,10,4
Standard Class,Interior,Lot's O' Nuts,1456.7435840913759,13,7
Standard Class,Interior,Wicked Choccy's,767.3939549308957,9,6
Standard Class,Pacific,Secret Factory,1583.5965399618274,5,6
Standard Class,Interior,Lot's O' Nuts,1426.9660153936375,9,5
Standard Class,Atlantic,Lot's O' Nuts,2078.6537691730177,5,5
Standard Class,Pacific,Lot's O' Nuts,1161.621416898878,6,6
Standard Class,Pacific,Wicked Choccy's,1421.09636758086,5,5
Standard Class,Interior,Lot's O' Nuts,976.3720918916192,3,5
Standard Class,Atlantic,Lot's O' Nuts,2142.2345958934734,2,6
Standard Class,Atlantic,Lot's O' Nuts,2293.894841447496,4,6
Standard Class,Pacific,Lot's O' Nuts,378.36278410044537,2,6
Standard Class,Gulf,Wicked Choccy's,137.35906514621007,2,6
Standard Class,Atlantic,Lot's O' Nuts,2078.6537691730177,3,7
First Class,Atlantic,Lot's O' Nuts,2079.993373016822,5,2
Standard Class,Atlantic,Wicked Choccy's,981.9658789246068,1,7
Standard Class,Pacific,Lot's O' Nuts,378.36278410044537,1,6
Second Class,Atlantic,Lot's O' Nuts,2140.8841370533396,4,3
Second Class,Atlantic,Lot's O' Nuts,2142.2345958934734,2,4
Standard Class,Gulf,Wicked Choccy's,227.71978261368133,3,6
Second Class,Pacific,Wicked Choccy's,2358.5047550682953,3,3
Standard Class,Atlantic,Lot's O' Nuts,2144.332624357945,1,7
Second Class,Pacific,Lot's O' Nuts,378.36278410044537,4,4
Standard Class,Atlantic,Wicked Choccy's,721.4927883494037,5,6
Standard Class,Atlantic,Wicked Choccy's,721.4927883494037,1,7
Standard Class,Atlantic,Lot's O' Nuts,2144.332624357945,4,7
Standard Class,Interior,Lot's O' Nuts,1452.2797128658538,3,5
First Class,Atlantic,Lot's O' Nuts,2141.889502951955,4,1
Same Day,Gulf,Wicked Choccy's,287.1466234867822,3,0
Standard Class,Pacific,Lot's O' Nuts,687.4765257830043,2,7
Standard Class,Atlantic,Lot's O' Nuts,981.9658789246068,1,7
Standard Class,Atlantic,Lot's O' Nuts,2217.410049262567,3,5
First Class,Interior,Lot's O' Nuts,1457.4325478617507,7,1
Standard Class,Atlantic,Wicked Choccy's,981.9658789246068,10,7
Standard Class,Atlantic,Wicked Choccy's,929.3151841978292,3,5
Standard Class,Interior,Lot's O' Nuts,1456.7435840913759,3,7
Standard Class,Interior,Wicked Choccy's,874.8008207460541,2,7
Second Class,Atlantic,Wicked Choccy's,676.57222887431,3,3
Second Class,Interior,Wicked Choccy's,768.5044899184401,1,4
Standard Class,Pacific,Wicked Choccy's,2139.912332310119,2,5
Second Class,Atlantic,Lot's O' Nuts,2080.3163308991593,1,5
Standard Class,Pacific,Wicked Choccy's,2098.578256472988,3,7
Standard Class,Pacific,Sugar Shack,1520.1398826455525,5,7
Standard Class,Interior,Lot's O' Nuts,981.9658789246068,6,5
Standard Class,Pacific,Lot's O' Nuts,376.0809875629059,1,7
Second Class,Pacific,Lot's O' Nuts,394.97435771587914,7,5
Second Class,Atlantic,Lot's O' Nuts,2275.332576894215,3,3
First Class,Interior,Lot's O' Nuts,1421.841918792565,1,2
First Class,Atlantic,Lot's O' Nuts,2078.6537691730177,3,2
Second Class,Pacific,Wicked Choccy's,2149.918618478605,1,5
First Class,Atlantic,Sugar Shack,1179.652702520356,1,1
Standard Class,Interior,Lot's O' Nuts,971.8937609924294,5,7
Second Class,Pacific,Lot's O' Nuts,1161.1671330014183,1,3
Standard Class,Pacific,Wicked Choccy's,2147.2087400803284,2,5
Second Class,Pacific,Wicked Choccy's,2147.2087400803284,1,4
Standard Class,Gulf,Wicked Choccy's,517.9455558154239,2,6
Same Day,Atlantic,Lot's O' Nuts,2140.8841370533396,1,0
Second Class,Gulf,Wicked Choccy's,137.35906514621007,3,3
Second Class,Atlantic,Wicked Choccy's,640.6049843135982,4,5
First Class,Gulf,Sugar Shack,932.8217326997966,2,2
Same Day,Pacific,Lot's O' Nuts,631.2847251861788,8,0
Second Class,Pacific,Lot's O' Nuts,386.83003298734036,2,5
Standard Class,Pacific,Lot's O' Nuts,688.8830311589684,4,6
First Class,Atlantic,Lot's O' Nuts,1751.7390327972034,2,2
Second Class,Interior,Wicked Choccy's,920.2494066294239,3,5
Standard Class,Pacific,Wicked Choccy's,2149.8916730811757,7,6
Same Day,Pacific,Wicked Choccy's,2354.810683422382,3,0
Second Class,Pacific,Lot's O' Nuts,284.20920371988126,3,4
Second Class,Interior,Wicked Choccy's,869.5019688496079,3,5
Second Class,Pacific,Wicked Choccy's,2076.2919311830046,3,4
Second Class,Interior,Wicked Choccy's,869.5019688496079,6,4
Standard Class,Pacific,Lot's O' Nuts,335.4093876518469,2,6
First Class,Atlantic,Lot's O' Nuts,2046.5514801303018,2,2
Standard Class,Interior,Lot's O' Nuts,976.3720918916192,5,7
Standard Class,Atlantic,Wicked Choccy's,640.4214007710173,1,5
First Class,Pacific,Lot's O' Nuts,1160.0360575936345,2,2
Second Class,Interior,Wicked Choccy's,767.3939549308957,10,5
First Class,Pacific,Wicked Choccy's,2147.2087400803284,2,1
First Class,Atlantic,Wicked Choccy's,719.4714404454609,3,2
Standard Class,Pacific,Lot's O' Nuts,687.4765257830043,2,5
Standard Class,Atlantic,Wicked Choccy's,640.6049843135982,2,7
Standard Class,Interior,Wicked Choccy's,869.5019688496079,3,7
Standard Class,Pacific,Wicked Choccy's,981.9658789246068,1,6
Standard Class,Atlantic,Lot's O' Nuts,2142.2345958934734,4,5
Standard Class,Pacific,Lot's O' Nuts,318.25023703183496,5,6
Same Day,Atlantic,Wicked Choccy's,719.4714404454609,2,0
First Class,Atlantic,Lot's O' Nuts,2080.3163308991593,6,2
Standard Class,Pacific,Wicked Choccy's,2358.5047550682953,3,6
Standard Class,Pacific,Lot's O' Nuts,323.3046774689299,4,7
Standard Class,Atlantic,Lot's O' Nuts,2140.8841370533396,2,5
Standard Class,Interior,Wicked Choccy's,1102.9544231479392,1,5
Standard Class,Pacific,Wicked Choccy's,2149.918618478605,2,5
Standard Class,Pacific,Lot's O' Nuts,394.97435771587914,2,5
Standard Class,Gulf,Lot's O' Nuts,1401.7787632570858,1,6
First Class,Pacific,Lot's O' Nuts,1160.0360575936345,1,2
Standard Class,Gulf,Wicked Choccy's,373.09958642713315,2,7
Standard Class,Interior,Wicked Choccy's,869.5019688496079,5,6
Standard Class,Pacific,Wicked Choccy's,2157.0150241557785,2,6
Standard Class,Atlantic,Lot's O' Nuts,2140.8841370533396,1,7
First Class,Pacific,Wicked Choccy's,2399.6650051013826,2,2
Standard Class,Interior,Secret Factory,686.2003756393758,4,7
Standard Class,Atlantic,Lot's O' Nuts,2080.3163308991593,2,7
Second Class,Gulf,Lot's O' Nuts,1894.9133191069614,7,4
First Class,Atlantic,Lot's O' Nuts,2142.2345958934734,5,2
Standard Class,Interior,Lot's O' Nuts,1452.2797128658538,1,7
Same Day,Atlantic,Lot's O' Nuts,1650.297414660041,4,0
Standard Class,Pacific,Lot's O' Nuts,678.672493189109,9,7
Second Class,Gulf,Lot's O' Nuts,1874.8235849164048,3,5
Second Class,Interior,Wicked Choccy's,871.8307495621052,3,4
First Class,Pacific,The Other Factory,1868.2147403919748,5,2
First Class,Atlantic,Wicked Choccy's,640.4214007710173,1,2
Standard Class,Pacific,Wicked Choccy's,2149.918618478605,11,5
First Class,Pacific,Lot's O' Nuts,1161.1671330014183,2,2
First Class,Pacific,Wicked Choccy's,2399.7166796329857,3,2
First Class,Atlantic,Wicked Choccy's,640.4214007710173,5,2
Second Class,Interior,Lot's O' Nuts,1456.7435840913759,7,4
Standard Class,Interior,Lot's O' Nuts,864.2514931058013,2,7
Standard Class,Pacific,Lot's O' Nuts,387.99286355234057,2,6
Standard Class,Pacific,Lot's O' Nuts,387.99286355234057,7,7
Standard Class,Atlantic,Lot's O' Nuts,2308.0688927018205,2,5
Standard Class,Atlantic,Lot's O' Nuts,2308.0688927018205,2,5
Standard Class,Atlantic,Wicked Choccy's,914.863865925509,4,7
Standard Class,Pacific,Lot's O' Nuts,387.99286355234057,2,7
Standard Class,Atlantic,Wicked Choccy's,914.863865925509,3,7
Standard Class,Atlantic,Lot's O' Nuts,2308.0688927018205,7,6
Standard Class,Interior,Sugar Shack,1261.9852315817275,3,5
Standard Class,Interior,Lot's O' Nuts,976.3720918916192,6,7
Standard Class,Pacific,Wicked Choccy's,2147.2087400803284,5,6
Standard Class,Interior,Wicked Choccy's,768.5044899184401,3,5
Standard Class,Pacific,Lot's O' Nuts,691.0837284069044,2,6
Standard Class,Pacific,Lot's O' Nuts,691.0837284069044,6,5
First Class,Interior,Wicked Choccy's,723.6154536513862,5,2
First Class,Interior,Lot's O' Nuts,1693.7600129047557,7,1
Second Class,Interior,Wicked Choccy's,762.959591962414,2,3
Same Day,Pacific,Wicked Choccy's,2379.64778091076,9,0
Second Class,Interior,Wicked Choccy's,762.959591962414,3,4
Standard Class,Gulf,Lot's O' Nuts,1767.0056226844526,3,7
Standard Class,Pacific,Wicked Choccy's,2399.7166796329857,3,5
Standard Class,Atlantic,Lot's O' Nuts,1682.9124494295002,2,7
Second Class,Atlantic,Wicked Choccy's,715.9906920347423,3,4
Standard Class,Interior,Lot's O' Nuts,971.8937609924294,2,7
First Class,Interior,Lot's O' Nuts,976.3720918916192,2,1
Standard Class,Atlantic,Lot's O' Nuts,2079.993373016822,4,7
Standard Class,Pacific,Lot's O' Nuts,385.46609669761943,5,7
Standard Class,Interior,Lot's O' Nuts,1452.2797128658538,1,7
Standard Class,Interior,Wicked Choccy's,871.491412618307,3,5
Second Class,Pacific,Lot's O' Nuts,687.4765257830043,7,3
Second Class,Pacific,Lot's O' Nuts,387.99286355234057,5,3
First Class,Interior,Wicked Choccy's,874.8008207460541,3,2
Standard Class,Atlantic,Wicked Choccy's,640.4214007710173,5,6
Standard Class,Pacific,Lot's O' Nuts,378.36278410044537,5,7
Second Class,Pacific,Lot's O' Nuts,1161.1671330014183,6,3
Standard Class,Pacific,Wicked Choccy's,2358.5047550682953,2,6
Second Class,Pacific,Wicked Choccy's,2399.7166796329857,5,3
Standard Class,Pacific,Wicked Choccy's,2358.5047550682953,3,5
First Class,Pacific,Lot's O' Nuts,1160.0360575936345,2,1
Standard Class,Interior,Lot's O' Nuts,976.3720918916192,2,6
Standard Class,Atlantic,Lot's O' Nuts,981.9658789246068,2,7
Second Class,Atlantic,Lot's O' Nuts,2140.8841370533396,1,5
Standard Class,Gulf,Lot's O' Nuts,1249.702106822108,1,5
Standard Class,Interior,Wicked Choccy's,869.5019688496079,2,7
Standard Class,Interior,Lot's O' Nuts,1070.4809052916587,3,6
Standard Class,Pacific,Wicked Choccy's,2354.810683422382,1,7
Standard Class,Pacific,Lot's O' Nuts,687.4765257830043,2,7
Second Class,Pacific,Wicked Choccy's,2139.912332310119,3,5
Second Class,Interior,Lot's O' Nuts,981.9658789246068,1,3
Standard Class,Atlantic,Lot's O' Nuts,2142.2345958934734,2,6
Second Class,Interior,Lot's O' Nuts,1696.8026779627803,3,3
Second Class,Interior,Lot's O' Nuts,848.1793162633162,2,3
Second Class,Interior,Lot's O' Nuts,1011.1641001554635,3,3
Standard Class,Interior,Lot's O' Nuts,1457.4325478617507,4,5
First Class,Pacific,Lot's O' Nuts,385.46609669761943,8,1
Standard Class,Pacific,Lot's O' Nuts,386.83003298734036,14,6
Standard Class,Atlantic,Lot's O' Nuts,2293.894841447496,2,7
Standard Class,Atlantic,Lot's O' Nuts,2074.091779756445,3,5
Second Class,Gulf,Secret Factory,693.7713718432077,2,3
Standard Class,Interior,Lot's O' Nuts,872.928444195716,1,6
Standard Class,Gulf,Lot's O' Nuts,1945.9945320108393,2,6
Standard Class,Atlantic,Wicked Choccy's,634.3251241137547,1,7
Second Class,Pacific,Lot's O' Nuts,387.99286355234057,3,4
Standard Class,Pacific,Lot's O' Nuts,601.4970491477014,5,7
Standard Class,Pacific,Lot's O' Nuts,378.36278410044537,6,5
Standard Class,Pacific,Wicked Choccy's,2149.8916730811757,3,5
Standard Class,Pacific,Lot's O' Nuts,387.99286355234057,5,7
Standard Class,Interior,Lot's O' Nuts,974.171375665286,4,6
Standard Class,Pacific,Lot's O' Nuts,389.27048109890546,2,7
First Class,Atlantic,Lot's O' Nuts,2140.8841370533396,5,2
Standard Class,Pacific,Wicked Choccy's,2139.912332310119,10,5
Standard Class,Pacific,Lot's O' Nuts,1161.1671330014183,7,6
Standard Class,Atlantic,Wicked Choccy's,559.6206133042095,2,7
Second Class,Pacific,Lot's O' Nuts,688.8830311589684,2,5
Standard Class,Atlantic,Lot's O' Nuts,2080.3163308991593,1,5
Standard Class,Pacific,Lot's O' Nuts,394.97435771587914,4,6
Second Class,Interior,Wicked Choccy's,871.8307495621052,4,4
Standard Class,Interior,Wicked Choccy's,768.5044899184401,2,6
Standard Class,Interior,Sugar Shack,1261.9852315817275,2,5
Standard Class,Pacific,Lot's O' Nuts,1161.1671330014183,3,6
Standard Class,Interior,Wicked Choccy's,920.2494066294239,7,7
Standard Class,Pacific,Wicked Choccy's,2358.5047550682953,5,6
Second Class,Atlantic,Lot's O' Nuts,2142.2345958934734,9,3
Standard Class,Atlantic,Lot's O' Nuts,1589.0335635316126,3,6
Standard Class,Atlantic,Lot's O' Nuts,1666.867780072924,5,6
Same Day,Atlantic,Wicked Choccy's,640.4214007710173,9,0
Standard Class,Pacific,Wicked Choccy's,2399.7166796329857,2,7
Same Day,Atlantic,Wicked Choccy's,640.4214007710173,8,0
First Class,Pacific,Wicked Choccy's,1409.3758668222963,6,2
Standard Class,Pacific,Lot's O' Nuts,387.99286355234057,4,7
Standard Class,Atlantic,Secret Factory,793.7990839232176,5,7
Second Class,Interior,Wicked Choccy's,911.1149316980324,2,3
Standard Class,Atlantic,Lot's O' Nuts,2080.3163308991593,8,7
Second Class,Pacific,Wicked Choccy's,2149.8916730811757,4,5
Second Class,Pacific,Lot's O' Nuts,1160.0360575936345,2,3
Standard Class,Pacific,Lot's O' Nuts,1160.0360575936345,8,7
Standard Class,Pacific,Lot's O' Nuts,389.27048109890546,2,5
First Class,Pacific,Lot's O' Nuts,394.97435771587914,3,2
Standard Class,Atlantic,Lot's O' Nuts,2144.332624357945,2,5
Second Class,Atlantic,Wicked Choccy's,721.4927883494037,3,5
Standard Class,Pacific,Wicked Choccy's,2399.6650051013826,3,5
First Class,Interior,Lot's O' Nuts,875.8358763714116,1,1
First Class,Pacific,Wicked Choccy's,2147.2087400803284,2,2
Standard Class,Atlantic,Wicked Choccy's,640.4214007710173,6,5
Standard Class,Interior,Lot's O' Nuts,1675.2495829950392,9,6
First Class,Atlantic,Lot's O' Nuts,1666.867780072924,2,2
Standard Class,Interior,Wicked Choccy's,719.9725607284274,6,7
First Class,Interior,Lot's O' Nuts,981.9658789246068,5,1
Standard Class,Pacific,Secret Factory,981.9658789246068,3,6
Standard Class,Atlantic,Secret Factory,809.0111968049365,2,5
First Class,Interior,Lot's O' Nuts,875.8358763714116,3,1
Standard Class,Gulf,Lot's O' Nuts,1107.6936018357248,1,7
First Class,Interior,Lot's O' Nuts,875.8358763714116,3,2
First Class,Interior,Wicked Choccy's,909.6036475036664,9,2
First Class,Pacific,Wicked Choccy's,2147.2087400803284,4,1
Second Class,Atlantic,Wicked Choccy's,913.2234896708183,6,3
First Class,Atlantic,Lot's O' Nuts,2160.774946744894,3,1
Standard Class,Interior,Wicked Choccy's,762.959591962414,2,6
Standard Class,Atlantic,Lot's O' Nuts,2074.091779756445,1,5
Standard Class,Atlantic,Lot's O' Nuts,2144.332624357945,8,5
First Class,Atlantic,Lot's O' Nuts,2144.332624357945,2,1
Second Class,Atlantic,Lot's O' Nuts,2310.2052616150027,5,3
Standard Class,Interior,Wicked Choccy's,762.959591962414,1,5
First Class,Pacific,Wicked Choccy's,2090.605947082451,2,2
Standard Class,Pacific,Lot's O' Nuts,385.46609669761943,4,6
Second Class,Pacific,Lot's O' Nuts,387.99286355234057,2,4
Standard Class,Atlantic,Wicked Choccy's,640.6049843135982,2,7
Second Class,Interior,Lot's O' Nuts,858.6084240921674,5,3
Second Class,Pacific,Wicked Choccy's,2147.2087400803284,14,5
Standard Class,Pacific,Lot's O' Nuts,387.99286355234057,8,6
Standard Class,Interior,Lot's O' Nuts,841.5881738391266,4,7
Standard Class,Atlantic,Lot's O' Nuts,1623.2564348480323,7,6
Standard Class,Gulf,Lot's O' Nuts,1953.1123386063036,7,7
Standard Class,Atlantic,Wicked Choccy's,715.9906920347423,5,7
Standard Class,Pacific,Wicked Choccy's,2402.577145866304,2,5
Standard Class,Pacific,Lot's O' Nuts,1044.0700002496699,3,7
First Class,Pacific,Lot's O' Nuts,389.27048109890546,12,1
Standard Class,Interior,Lot's O' Nuts,842.5723546175459,2,5
Standard Class,Atlantic,Lot's O' Nuts,2116.6533219514904,2,5
Second Class,Atlantic,Lot's O' Nuts,2144.332624357945,2,3
Standard Class,Atlantic,Lot's O' Nuts,981.9658789246068,14,7
Second Class,Gulf,Lot's O' Nuts,1399.0332911796938,2,4
Standard Class,Pacific,Wicked Choccy's,2147.2087400803284,1,6
Second Class,Pacific,Lot's O' Nuts,385.46609669761943,3,4
Standard Class,Pacific,Lot's O' Nuts,378.36278410044537,2,7
First Class,Pacific,Wicked Choccy's,1484.067968159051,7,1
Second Class,Pacific,Wicked Choccy's,2358.5047550682953,2,4
Standard Class,Pacific,Lot's O' Nuts,688.8830311589684,4,7
Standard Class,Atlantic,Wicked Choccy's,642.6091033973505,3,5
Standard Class,Atlantic,Wicked Choccy's,715.9906920347423,5,6
Standard Class,Atlantic,Lot's O' Nuts,2141.889502951955,1,5
Standard Class,Interior,Wicked Choccy's,874.8008207460541,14,6
Standard Class,Interior,Lot's O' Nuts,971.8937609924294,3,6
First Class,Atlantic,Lot's O' Nuts,2074.091779756445,2,2
Standard Class,Interior,Lot's O' Nuts,971.8937609924294,1,5
First Class,Atlantic,Lot's O' Nuts,2074.091779756445,1,1
Standard Class,Atlantic,Wicked Choccy's,721.4927883494037,1,5
Standard Class,Interior,Lot's O' Nuts,1245.05727570488,4,6
Standard Class,Interior,Lot's O' Nuts,1245.05727570488,2,5
Second Class,Atlantic,Wicked Choccy's,721.4927883494037,4,5
Standard Class,Pacific,Wicked Choccy's,2354.839579523309,3,5
Standard Class,Interior,Wicked Choccy's,874.8008207460541,2,7
Same Day,Atlantic,Lot's O' Nuts,2066.1430111478903,4,0
Second Class,Atlantic,Lot's O' Nuts,2144.332624357945,1,5
Standard Class,Atlantic,Wicked Choccy's,716.1677373489346,1,5
Standard Class,Interior,Lot's O' Nuts,875.8358763714116,1,6
First Class,Interior,Lot's O' Nuts,1656.1703014599268,3,2
Standard Class,Atlantic,Wicked Choccy's,716.1677373489346,4,7
Standard Class,Interior,Lot's O' Nuts,1245.05727570488,2,5
Standard Class,Atlantic,Lot's O' Nuts,2142.2345958934734,4,7
Standard Class,Gulf,Lot's O' Nuts,1972.1237912290796,7,6
Same Day,Atlantic,Lot's O' Nuts,2140.8841370533396,1,0
Standard Class,Atlantic,Lot's O' Nuts,2144.332624357945,1,5
Standard Class,Pacific,Lot's O' Nuts,687.4765257830043,7,5
Same Day,Atlantic,Wicked Choccy's,716.1677373489346,4,0
Standard Class,Atlantic,Wicked Choccy's,642.6091033973505,2,5
Same Day,Pacific,Wicked Choccy's,2399.7166796329857,1,0
Second Class,Interior,Lot's O' Nuts,1457.4325478617507,2,4
Standard Class,Gulf,Lot's O' Nuts,1525.1041171866163,2,7
Standard Class,Pacific,Lot's O' Nuts,1160.0360575936345,3,5
Standard Class,Pacific,Lot's O' Nuts,687.4765257830043,3,7
Standard Class,Interior,Lot's O' Nuts,875.8358763714116,2,7
Same Day,Interior,Wicked Choccy's,871.491412618307,3,0
Standard Class,Gulf,Lot's O' Nuts,1782.5243611543199,1,6
Second Class,Interior,Wicked Choccy's,911.1149316980324,4,3
Standard Class,Pacific,Lot's O' Nuts,378.36278410044537,2,7
Second Class,Atlantic,Wicked Choccy's,716.1677373489346,1,3
